Brand,Copang_number,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?,Allow customer reviews?,Regular price,Sale price,Categories,Images,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,6396133858 - 13658523798,simple,SKU_2XS3CGY_69VXKEU,Shionri Vita-Cica Clear Pad Renewal (70ea) 170ml,-1,0,visible,"Skin type: all skin
Container type: jar type","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2XS3CGY_69VXKEU_15.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2XS3CGY_69VXKEU_6.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2XS3CGY_69VXKEU_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2XS3CGY_69VXKEU_7.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2XS3CGY_69VXKEU_9.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2XS3CGY_69VXKEU_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2XS3CGY_69VXKEU_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2XS3CGY_69VXKEU_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2XS3CGY_69VXKEU_14.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2XS3CGY_69VXKEU_13.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2XS3CGY_69VXKEU_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2XS3CGY_69VXKEU_12.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2XS3CGY_69VXKEU_11.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2XS3CGY_69VXKEU_10.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2XS3CGY_69VXKEU_8.webp"" width=""100%"" />""",taxable,1,0,0,1,18000,9900,Beauty > Cleansing/Peeling > Scrub/Peeling > Peeling Pad,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2XS3CGY_69VXKEU_15.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,170ml,1,0
Cellimax,7033255659 - 17364534420,simple,SKU_38BF2SR_7Z6E8IC,Celimax Eoseongcho Baha Eraser Peeling Pad 70 sheets 2pcs (150ml+150ml),-1,0,visible,,"<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_38BF2SR_7Z6E8IC_1.webp"" width=""100%"" />""",taxable,1,0,0,1,31900,,Beauty > Cleansing/Peeling > Scrub/Peeling > Peeling Pad,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_38BF2SR_7Z6E8IC_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_38BF2SR_7Z6E8IC_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,70 sheets,1,0
,2203357146 - 3747091444,simple,SKU_10FTL96_1PYX69G,Skin Rejuvenating Facial Scrub Dry & Distressed Skin Types,-1,0,visible,Container Type: Tubular,"<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_10FTL96_1PYX69G_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_10FTL96_1PYX69G_1.webp"" width=""100%"" />""",taxable,1,0,0,1,22400,,Beauty > Cleansing/Peeling > Scrub/Peeling > Powder/Scrub,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_10FTL96_1PYX69G_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_10FTL96_1PYX69G_3.webp,",0,KeySpecifications,Unknown (seller information not provided),1,0,Capacity,125ml,1,0
Neutrogena,1944559 - 14838330188,simple,SKU_15OFJ_6TECWUK,Neutrogena Deep Clean Scrub Gentle Oil Free,-1,0,visible,,"<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_15OFJ_6TECWUK_11.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_15OFJ_6TECWUK_16.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_15OFJ_6TECWUK_13.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_15OFJ_6TECWUK_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_15OFJ_6TECWUK_15.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_15OFJ_6TECWUK_12.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_15OFJ_6TECWUK_14.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_15OFJ_6TECWUK_17.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_15OFJ_6TECWUK_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_15OFJ_6TECWUK_8.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_15OFJ_6TECWUK_6.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_15OFJ_6TECWUK_7.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_15OFJ_6TECWUK_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_15OFJ_6TECWUK_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_15OFJ_6TECWUK_9.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_15OFJ_6TECWUK_10.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_15OFJ_6TECWUK_5.webp"" width=""100%"" />""",taxable,1,0,0,1,23720,,Beauty > Cleansing/Peeling > Scrub/Peeling > Powder/Scrub,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_15OFJ_6TECWUK_11.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_15OFJ_6TECWUK_16.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_15OFJ_6TECWUK_13.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_15OFJ_6TECWUK_15.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_15OFJ_6TECWUK_12.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_15OFJ_6TECWUK_14.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_15OFJ_6TECWUK_17.webp,",0,KeySpecifications,Unknown (seller information not provided),1,0,Capacity,124ml,1,0
,226274879 - 14839095106,simple,SKU_3QPUTB_6TETB2A,The My Vitamin C Instant Radiance Citrus Facial Peel,-1,0,visible,,"<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3QPUTB_6TETB2A_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3QPUTB_6TETB2A_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3QPUTB_6TETB2A_10.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3QPUTB_6TETB2A_11.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3QPUTB_6TETB2A_6.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3QPUTB_6TETB2A_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3QPUTB_6TETB2A_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3QPUTB_6TETB2A_4.webp"" width=""100%"" />""",taxable,1,0,0,1,80120,45000,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3QPUTB_6TETB2A_8.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3QPUTB_6TETB2A_9.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3QPUTB_6TETB2A_10.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3QPUTB_6TETB2A_7.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3QPUTB_6TETB2A_11.webp,",0,KeySpecifications,Unknown (seller information not provided),1,0,Capacity,56g,1,0
Fondant,7077979927 - 17598658369,simple,SKU_3921O9J_831SBPD,Fondant Deep Clean Soft Peeling Gel,-1,0,visible,"Skin type: all skin
Container Type: Tubular","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3921O9J_831SBPD_10.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3921O9J_831SBPD_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3921O9J_831SBPD_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3921O9J_831SBPD_9.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3921O9J_831SBPD_8.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3921O9J_831SBPD_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3921O9J_831SBPD_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3921O9J_831SBPD_7.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3921O9J_831SBPD_6.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3921O9J_831SBPD_4.webp"" width=""100%"" />""",taxable,1,0,0,1,11740,,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3921O9J_831SBPD_10.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,120g,1,0
,6497427453 - 14289858557,simple,SKU_2ZGEF3X_6KBT9FH,Poit Kakadu Honey Seed Whitening Tone Up Pad,-1,0,visible,"Skin type: all skin
Container type: jar type","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2ZGEF3X_6KBT9FH_14.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2ZGEF3X_6KBT9FH_15.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2ZGEF3X_6KBT9FH_13.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZGEF3X_6KBT9FH_8.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZGEF3X_6KBT9FH_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2ZGEF3X_6KBT9FH_16.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2ZGEF3X_6KBT9FH_12.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZGEF3X_6KBT9FH_6.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZGEF3X_6KBT9FH_11.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZGEF3X_6KBT9FH_10.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZGEF3X_6KBT9FH_9.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZGEF3X_6KBT9FH_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZGEF3X_6KBT9FH_7.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZGEF3X_6KBT9FH_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZGEF3X_6KBT9FH_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZGEF3X_6KBT9FH_2.webp"" width=""100%"" />""",taxable,1,0,0,1,26000,15900,Beauty > Cleansing/Peeling > Scrub/Peeling > Peeling Pad,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2ZGEF3X_6KBT9FH_14.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2ZGEF3X_6KBT9FH_15.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2ZGEF3X_6KBT9FH_13.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2ZGEF3X_6KBT9FH_16.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2ZGEF3X_6KBT9FH_12.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,190ml,1,0
,6919830318 - 16705876434,simple,SKU_36FVZ8U_7OA8WR6,[Phytomer] Peeling vegetable,-1,0,visible,,"<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_36FVZ8U_7OA8WR6_1.webp"" width=""100%"" />""",taxable,1,0,0,1,58000,42000,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_36FVZ8U_7OA8WR6_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,50ml,1,0
,6652523280 - 15247342044,simple,SKU_320QNTC_705VGF0,3HA Hypoallergenic Peeling Mist,-1,0,visible,,"<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_320QNTC_705VGF0_7.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_320QNTC_705VGF0_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_320QNTC_705VGF0_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_320QNTC_705VGF0_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_320QNTC_705VGF0_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_320QNTC_705VGF0_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_320QNTC_705VGF0_6.webp"" width=""100%"" />""",taxable,1,0,0,1,26000,13900,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_320QNTC_705VGF0_9.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_320QNTC_705VGF0_8.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,150g,1,0
,6850998467 - 16320545211,simple,SKU_35AWO8Z_7HWTXA3,Thecera A+ Epidermis Balance Foam 200ml,-1,0,visible,"Vessel Type: Pump Type
Skin type: all skin","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_35AWO8Z_7HWTXA3_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_35AWO8Z_7HWTXA3_1.webp"" width=""100%"" />""",taxable,1,0,0,1,72000,,Beauty > Cleansing/Peeling > Scrub/Peeling > Powder/Scrub,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_35AWO8Z_7HWTXA3_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,content reference,1,0
,6546020943 - 14594022287,simple,SKU_309BY33_6PCWJNZ,Alione Hypoallergenic Facial Exfoliation Remove Sebum Scalp Peeling Peeling Gel 120g,-1,0,visible,"Skin type: all skin
Container Type: Tubular","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_309BY33_6PCWJNZ_12.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_309BY33_6PCWJNZ_8.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_309BY33_6PCWJNZ_9.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_309BY33_6PCWJNZ_10.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_309BY33_6PCWJNZ_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_309BY33_6PCWJNZ_7.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_309BY33_6PCWJNZ_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_309BY33_6PCWJNZ_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_309BY33_6PCWJNZ_11.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_309BY33_6PCWJNZ_6.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_309BY33_6PCWJNZ_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_309BY33_6PCWJNZ_3.webp"" width=""100%"" />""",taxable,1,0,0,1,30000,14900,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_309BY33_6PCWJNZ_12.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,120g,1,0
,6469883573 - 14118020050,simple,SKU_2Z00245_6HHI5ZM,Alione Hypoallergenic Facial Exfoliation Sebum Removal Scalp Peeling Peeling Gel 2 Types 120g,-1,0,visible,"Skin type: all skin
Container Type: Tubular","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2Z00245_6HHI5ZM_11.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2Z00245_6HHI5ZM_10.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2Z00245_6HHI5ZM_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2Z00245_6HHI5ZM_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2Z00245_6HHI5ZM_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2Z00245_6HHI5ZM_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2Z00245_6HHI5ZM_6.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2Z00245_6HHI5ZM_7.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2Z00245_6HHI5ZM_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2Z00245_6HHI5ZM_8.webp"" width=""100%"" />""",taxable,1,0,0,1,15000,10900,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2Z00245_6HHI5ZM_11.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2Z00245_6HHI5ZM_9.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2Z00245_6HHI5ZM_10.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,120g,1,0
,6304360951 - 13053152073,simple,SKU_2W9GC1J_5ZVICLL,"[2pcs] Aliwon Gentle Facial Exfoliation, Sebum Removal, Peeling Peeling Gel 120g",-1,0,visible,"Skin type: all skin
Container Type: Tubular","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2W9GC1J_5ZVICLL_6.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2W9GC1J_5ZVICLL_7.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2W9GC1J_5ZVICLL_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2W9GC1J_5ZVICLL_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2W9GC1J_5ZVICLL_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2W9GC1J_5ZVICLL_8.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2W9GC1J_5ZVICLL_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2W9GC1J_5ZVICLL_5.webp"" width=""100%"" />""",taxable,1,0,0,1,30000,14900,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2W9GC1J_5ZVICLL_9.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,120g,1,0
,6942435982 - 16839545504,simple,SKU_36TCHVY_7QHTWGW,Alione Face Polish Peeling Gel Vanilla Hibiscus,-1,0,visible,,"<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_36TCHVY_7QHTWGW_8.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_36TCHVY_7QHTWGW_10.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_36TCHVY_7QHTWGW_6.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_36TCHVY_7QHTWGW_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_36TCHVY_7QHTWGW_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_36TCHVY_7QHTWGW_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_36TCHVY_7QHTWGW_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_36TCHVY_7QHTWGW_9.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_36TCHVY_7QHTWGW_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_36TCHVY_7QHTWGW_7.webp"" width=""100%"" />""",taxable,1,0,0,1,15000,9900,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_36TCHVY_7QHTWGW_10.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,content reference,1,0
,7176287028 - 18090223852,simple,SKU_3AOKQIC_8B6GA24,Alione Face Polish Peeling Gel Oriental Pine Tree,-1,0,visible,"Container Type: Tubular
Skin type: all skin","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3AOKQIC_8B6GA24_11.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3AOKQIC_8B6GA24_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3AOKQIC_8B6GA24_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3AOKQIC_8B6GA24_9.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3AOKQIC_8B6GA24_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3AOKQIC_8B6GA24_10.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3AOKQIC_8B6GA24_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3AOKQIC_8B6GA24_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3AOKQIC_8B6GA24_8.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3AOKQIC_8B6GA24_6.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3AOKQIC_8B6GA24_7.webp"" width=""100%"" />""",taxable,1,0,0,1,15000,9900,Beauty > Cleansing/Peeling > Scrub/Peeling > Gel/Gommage/Cream,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3AOKQIC_8B6GA24_11.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,content reference,1,0
